71ae101e-a180-407a-b9a7-404f135ec1d2,Total expense (223905.81) exceeds historical average (925.2306198347108) over 20%!,CRITICAL,2025-04-20 00:00:00,Total Expense,false
f7b2f436-9c0c-4792-b604-327a994c45b5,Category Savings expense (13300.0) exceeds historical average (1023.0769230769231) over 20%!,CRITICAL,2025-04-20 00:00:00,Savings,false
1170e22a-8cf1-47ed-9231-c8ed459a3487,Category Entertainment expense (1720.0) exceeds historical average (81.9047619047619) over 20%!,CRITICAL,2025-04-20 00:00:00,Entertainment,false
9a4f67d5-4505-43fa-b43d-aca1c23979a3,Category Subscriptions expense (47.97) exceeds historical average (15.99) over 20%!,CRITICAL,2025-04-20 00:00:00,Subscriptions,false
dadc7885-c4ae-4a32-848a-8df7d591f5bb,Category Transportation expense (553.0) exceeds historical average (46.083333333333336) over 20%!,CRITICAL,2025-04-20 00:00:00,Transportation,false
7aeeaa39-d0ff-4051-8dec-b09dc2860566,Category Food Delivery expense (316.0) exceeds historical average (39.5) over 20%!,CRITICAL,2025-04-20 00:00:00,Food Delivery,false
882f94c1-fdb8-4c14-957f-2d7ec64b5ee0,Category Social Dining expense (1500.0) exceeds historical average (187.5) over 20%!,CRITICAL,2025-04-20 00:00:00,Social Dining,false
6702a89b-3fde-49a9-aa3f-693656490a53,Category Income expense (123500.0) exceeds historical average (10291.666666666666) over 20%!,CRITICAL,2025-04-20 00:00:00,Income,false
d787b6b7-450b-4cb7-9f9d-a8f4643b85a2,Category Online Shopping expense (1900.0) exceeds historical average (237.5) over 20%!,CRITICAL,2025-04-20 00:00:00,Online Shopping,false
9ea0d422-189c-4feb-b5cb-52f1e9038fe0,Category Digital Services expense (380.0) exceeds historical average (47.5) over 20%!,CRITICAL,2025-04-20 00:00:00,Digital Services,false
80f7a04a-916e-4868-9160-6e8f164711d6,Category Utilities expense (1495.15) exceeds historical average (124.59583333333335) over 20%!,CRITICAL,2025-04-20 00:00:00,Utilities,false
dd577897-1c94-4de9-a588-d3c7b4c815cd,Category Education expense (4680.0) exceeds historical average (222.85714285714286) over 20%!,CRITICAL,2025-04-20 00:00:00,Education,false
8f4b3212-3265-45c5-88b2-df8167c70787,Category Shopping expense (2750.73) exceeds historical average (916.91) over 20%!,CRITICAL,2025-04-20 00:00:00,Shopping,false
fb1e1275-d2a6-43ef-aaf2-9ec05ab12c5d,Category gifts expense (-500.0) exceeds historical average (-500.0) over 20%!,CRITICAL,2025-04-20 00:00:00,gifts,false
37878abd-a9cf-4694-823d-5bfac738a814,Category Food expense (2662.0) exceeds historical average (190.14285714285714) over 20%!,CRITICAL,2025-04-20 00:00:00,Food,false
1054bb55-f7fd-4a37-888c-c5caaf03d645,Category Uncategorized expense (18200.71) exceeds historical average (1300.0507142857143) over 20%!,CRITICAL,2025-04-20 00:00:00,Uncategorized,false
a8cfcca6-27fb-4be5-9674-3983bb242a27,Category Housing expense (11500.0) exceeds historical average (958.3333333333334) over 20%!,CRITICAL,2025-04-20 00:00:00,Housing,false
5ce8546d-c79d-4805-8ca6-66d21260a5a2,Category Travel expense (11300.0) exceeds historical average (1027.2727272727273) over 20%!,CRITICAL,2025-04-20 00:00:00,Travel,false
9de7345b-78ac-4368-8344-3531a2f6975d,Category Real Estate expense (3100.0) exceeds historical average (387.5) over 20%!,CRITICAL,2025-04-20 00:00:00,Real Estate,false
3db3e6fa-7ae9-48c9-b1d8-f559d4539d8b,Category Insurance expense (1350.0) exceeds historical average (450.0) over 20%!,CRITICAL,2025-04-20 00:00:00,Insurance,false
3a5fecf3-7c4b-44dd-b2af-7a29eed57192,Category Healthcare expense (3060.0) exceeds historical average (145.71428571428572) over 20%!,CRITICAL,2025-04-20 00:00:00,Healthcare,false
6ca74056-3040-4dd4-8e72-349d670f496c,Category Gifts expense (1745.5) exceeds historical average (134.26923076923077) over 20%!,CRITICAL,2025-04-20 00:00:00,Gifts,false
f1efb62b-4546-4b2b-af21-bfa6756aa14a,Category Investment expense (9000.0) exceeds historical average (1125.0) over 20%!,CRITICAL,2025-04-20 00:00:00,Investment,false
09ce0de2-b0fd-4781-bba6-a67faa316082,Category Fitness expense (297.0) exceeds historical average (99.0) over 20%!,CRITICAL,2025-04-20 00:00:00,Fitness,false
11984217-a902-4e24-8aae-3d5c853b3263,Total expense (223905.81) exceeds global threshold (5000.0)!,CRITICAL,2025-04-20 00:00:00,Total Expense,false
22194ae4-0186-465d-b8be-05d18665470a,Total expense (223905.81) exceeds historical average (925.2306198347108) over 20%!,CRITICAL,2025-04-20 00:00:00,Total Expense,false
d3c1a170-169c-4b86-844d-56591394c864,Category Savings expense (13300.0) exceeds historical average (1023.0769230769231) over 20%!,CRITICAL,2025-04-20 00:00:00,Savings,false
9c6910bb-2fed-4971-966b-f22bbe4d8132,Category Entertainment expense (1720.0) exceeds historical average (81.9047619047619) over 20%!,CRITICAL,2025-04-20 00:00:00,Entertainment,false
ac0d2767-44e0-48fa-b96a-a4b998c121c3,Category Subscriptions expense (47.97) exceeds historical average (15.99) over 20%!,CRITICAL,2025-04-20 00:00:00,Subscriptions,false
a3f2d661-76f5-49cc-9eb7-f6883908b77c,Category Transportation expense (553.0) exceeds historical average (46.083333333333336) over 20%!,CRITICAL,2025-04-20 00:00:00,Transportation,false
98c1b1d5-12c2-4bfc-95d3-da7675b380a9,Category Food Delivery expense (316.0) exceeds historical average (39.5) over 20%!,CRITICAL,2025-04-20 00:00:00,Food Delivery,false
b4cec14a-c258-46ad-bdab-5323aedc267d,Category Social Dining expense (1500.0) exceeds historical average (187.5) over 20%!,CRITICAL,2025-04-20 00:00:00,Social Dining,false
b3e818da-5c9a-4cde-be7e-738ee5ac5fef,Category Income expense (123500.0) exceeds historical average (10291.666666666666) over 20%!,CRITICAL,2025-04-20 00:00:00,Income,false
d4c5323b-a8e6-4550-9c4a-59a00a139f46,Category Online Shopping expense (1900.0) exceeds historical average (237.5) over 20%!,CRITICAL,2025-04-20 00:00:00,Online Shopping,false
3a27f09a-5b39-4f82-b25e-ecfbc36718ad,Category Digital Services expense (380.0) exceeds historical average (47.5) over 20%!,CRITICAL,2025-04-20 00:00:00,Digital Services,false
d1d07e7f-da8c-4ea9-bf73-b707031900c5,Category Utilities expense (1495.15) exceeds historical average (124.59583333333335) over 20%!,CRITICAL,2025-04-20 00:00:00,Utilities,false
872a84c7-4f88-4b21-8e72-6289d9729515,Category Education expense (4680.0) exceeds historical average (222.85714285714286) over 20%!,CRITICAL,2025-04-20 00:00:00,Education,false
d3ef02ed-e2e5-4d76-aac4-b639d0e8bcd5,Category Shopping expense (2750.73) exceeds historical average (916.91) over 20%!,CRITICAL,2025-04-20 00:00:00,Shopping,false
5ad298d8-bdfc-43b0-bc4d-f24c4e2b3e3c,Category gifts expense (-500.0) exceeds historical average (-500.0) over 20%!,CRITICAL,2025-04-20 00:00:00,gifts,false
32b5ed51-df77-4065-895c-cd622c0494f2,Category Food expense (2662.0) exceeds historical average (190.14285714285714) over 20%!,CRITICAL,2025-04-20 00:00:00,Food,false
e917b80a-f3c9-40f6-8c99-aab657862a76,Category Uncategorized expense (18200.71) exceeds historical average (1300.0507142857143) over 20%!,CRITICAL,2025-04-20 00:00:00,Uncategorized,false
eb189cfe-bc53-4263-89a1-118e6ec3d504,Category Housing expense (11500.0) exceeds historical average (958.3333333333334) over 20%!,CRITICAL,2025-04-20 00:00:00,Housing,false
24cc3134-e732-4834-a51c-b2dd7fa0d0d7,Category Travel expense (11300.0) exceeds historical average (1027.2727272727273) over 20%!,CRITICAL,2025-04-20 00:00:00,Travel,false
9b3439ef-309d-4f99-9947-4eeee04c75eb,Category Real Estate expense (3100.0) exceeds historical average (387.5) over 20%!,CRITICAL,2025-04-20 00:00:00,Real Estate,false
07278a5f-608f-4477-843f-70894cdc2702,Category Insurance expense (1350.0) exceeds historical average (450.0) over 20%!,CRITICAL,2025-04-20 00:00:00,Insurance,false
8a95fd21-bd46-4174-8b79-ba090e1b802f,Category Healthcare expense (3060.0) exceeds historical average (145.71428571428572) over 20%!,CRITICAL,2025-04-20 00:00:00,Healthcare,false
